Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
English,S23,Reading,American,American,P26,C,High,FLEECE,1450.929,1540.778,1.225,-1.832,2.624,2.967,-6.436,-5.219,-6.934,-7.194,7.661,3.387,9.558,10.161,2.903,2.849,3.251,2.580,10.787,7.382,13.203,11.923,10.522,6.259,11.185,14.129,14.431,8.459,17.633,17.361,20.232,16.290,20.698,23.775,158.636,157.532,164.399,154.364,0.695,0.746,0.681,0.659,114.687,119.810,119.300,104.950
English,S23,Reading,American,American,P27,M,Low,LOT,1739.019,1902.703,5.888,6.911,6.939,3.871,0.555,-0.779,5.228,-2.545,5.333,7.690,1.711,6.416,0.305,-3.338,4.830,-0.352,15.226,17.028,17.164,11.591,19.474,17.999,19.718,20.717,14.088,13.758,14.723,13.847,23.512,19.686,26.318,24.664,180.400,193.983,177.892,169.203,0.793,0.796,0.791,0.793,155.754,198.955,150.815,123.183
English,S23,Reading,American,American,P5,C,High,KIT,1190.268,1311.252,4.879,6.189,6.231,2.233,3.624,2.514,6.561,1.944,1.255,3.676,-0.330,0.288,5.051,3.002,7.803,4.501,12.370,14.628,10.660,11.707,7.557,13.242,8.222,1.090,10.955,12.400,9.987,10.430,22.061,21.003,24.972,20.349,164.946,178.946,165.356,150.431,0.787,0.808,0.815,0.739,102.932,136.750,97.353,78.680
English,S23,Reading,American,American,P6,M,Low,TRAP,1287.336,1477.115,7.559,8.649,7.735,6.280,5.591,5.499,6.482,4.822,1.968,3.150,1.253,1.458,7.761,7.189,5.349,10.731,19.413,16.167,19.681,22.433,25.563,21.902,27.720,27.149,24.195,18.916,26.260,27.523,22.348,23.211,23.661,20.224,173.016,182.164,172.719,164.024,0.828,0.840,0.828,0.818,105.079,120.813,100.998,93.608
English,S23,Reading,American,American,P7,M,High,FLEECE,1410.111,1538.211,3.820,3.502,4.712,3.275,-4.610,-2.493,-4.442,-6.955,8.429,5.995,9.154,10.230,1.979,2.402,2.054,1.450,15.144,14.658,16.681,14.126,8.065,7.787,6.749,9.623,9.778,4.935,11.503,13.033,24.225,20.706,27.870,24.236,174.514,180.291,177.292,165.864,0.724,0.748,0.730,0.694,145.217,156.467,146.853,132.593
French,S23,Reading,American,American,P1,M,Low,PLAT,1166.757,1287.741,5.307,3.682,5.624,6.595,0.455,-3.076,0.561,3.806,4.852,6.758,5.063,2.789,9.835,5.864,13.071,10.685,24.445,21.465,23.656,28.105,27.987,20.791,28.858,34.171,30.773,23.985,33.875,34.474,18.914,17.620,17.572,21.454,173.545,180.191,174.114,166.572,0.763,0.785,0.751,0.754,120.990,140.926,112.110,110.433
French,S23,Reading,American,American,P10,M,High,RUE,1066.073,1208.408,7.020,5.899,7.626,7.575,7.004,4.497,7.046,9.542,0.016,1.402,0.580,-1.967,1.298,-0.015,-0.944,4.817,20.082,19.066,20.828,20.389,18.320,22.640,16.704,15.401,21.664,19.721,23.036,22.296,22.876,20.841,23.475,24.366,190.285,180.417,194.309,196.470,0.773,0.688,0.794,0.837,160.005,139.338,167.894,172.517
French,S23,Reading,American,American,P11,M,High,ROUE,798.756,914.996,6.516,4.906,7.406,7.295,0.441,3.285,0.129,-2.092,6.075,1.621,7.278,9.387,4.035,7.356,3.213,1.514,15.768,19.161,14.561,13.531,21.063,19.195,22.886,21.262,10.973,3.823,14.211,15.078,18.319,16.279,19.267,19.438,187.441,188.826,189.702,183.954,0.777,0.778,0.783,0.768,203.763,203.705,206.744,200.763
French,S23,Reading,American,American,P13,M,High,RUE,1044.957,1156.452,5.189,5.041,6.049,4.514,-3.244,-1.745,-3.722,-4.289,8.433,6.786,9.771,8.803,3.296,3.774,3.062,3.042,13.217,16.089,12.660,10.866,13.296,12.281,12.853,14.751,15.115,13.302,17.905,14.291,20.703,17.205,23.085,21.873,170.101,174.628,172.315,163.443,0.786,0.790,0.796,0.773,148.512,159.534,154.435,131.268
French,S23,Reading,American,American,P14,M,High,IL,1134.496,1234.130,2.874,-1.015,4.673,5.174,-1.711,-3.084,-2.627,0.518,4.584,2.069,7.299,4.656,2.213,4.446,0.548,1.487,15.850,14.311,15.518,17.771,10.754,9.215,14.612,8.708,8.181,3.687,9.767,11.353,18.843,14.823,17.938,23.878,196.517,175.494,199.289,215.544,0.799,0.794,0.823,0.780,161.993,125.842,187.764,172.068
French,S23,Reading,American,American,P15,C,High,ROUE,857.815,926.610,1.944,-3.060,4.364,4.708,-1.436,-3.804,0.633,-0.964,3.380,0.744,3.730,5.672,5.272,5.255,6.068,4.548,15.614,13.768,16.412,16.732,21.810,17.718,22.636,25.126,3.406,-1.472,4.344,7.410,13.565,12.849,13.393,14.420,199.932,207.895,197.695,193.923,0.790,0.796,0.795,0.782,228.272,226.464,234.822,222.822
French,S23,Reading,American,American,P16,M,Low,PLAT,817.006,978.318,5.373,7.392,6.151,2.550,2.833,4.674,5.156,-1.314,2.540,2.718,0.995,3.864,9.165,5.990,9.998,11.591,21.519,18.094,22.092,24.505,26.263,21.607,26.903,30.381,23.615,19.335,26.376,25.212,21.853,21.115,23.166,21.265,161.748,166.073,160.385,158.680,0.799,0.799,0.819,0.778,107.819,132.753,103.700,87.467
French,S23,Reading,American,American,P17,M,Low,PÂTE,1082.107,1224.441,5.537,5.579,5.836,5.208,-4.276,-3.235,-3.770,-5.825,9.813,8.814,9.606,11.033,-17.499,-16.739,-17.408,-18.388,17.466,20.114,17.221,15.076,15.419,19.016,11.773,15.274,14.967,14.412,12.590,17.840,23.333,22.739,23.492,23.807,166.263,170.719,164.305,163.639,0.767,0.732,0.787,0.782,134.880,157.560,126.360,121.017
French,S23,Reading,American,American,P18,M,Low,PLAT,1055.259,1157.265,5.935,5.812,6.278,5.737,0.490,-0.021,1.820,-0.255,5.445,5.833,4.459,5.992,12.637,12.200,16.431,9.442,23.565,25.079,21.889,23.639,29.198,27.861,27.349,32.352,26.512,24.683,28.593,26.391,18.709,17.289,22.115,16.832,173.663,176.716,174.133,170.158,0.813,0.806,0.821,0.811,120.221,137.569,116.109,109.535
French,S23,Reading,American,American,P19,M,Low,PLAT,1273.438,1394.422,4.012,3.658,3.957,4.437,-4.036,-3.152,-2.686,-6.280,8.049,6.810,6.642,10.717,-13.377,-9.645,-11.438,-19.137,15.337,17.019,15.564,13.347,12.296,12.138,9.807,14.879,10.352,6.525,7.111,17.488,22.099,20.238,23.213,22.908,163.649,165.553,162.852,162.445,0.777,0.773,0.780,0.779,111.434,117.045,110.049,107.242
French,S23,Reading,American,American,P22,M,Low,PLAT,1253.129,1345.646,6.379,5.557,6.620,6.977,5.043,4.171,5.722,5.272,1.336,1.386,0.897,1.705,8.196,7.586,7.755,9.192,22.244,22.965,21.193,22.555,26.973,26.801,29.157,25.102,20.353,17.518,19.776,23.798,22.439,17.672,24.397,25.384,162.687,165.518,162.494,160.066,0.747,0.772,0.745,0.724,119.650,137.240,113.300,108.977
French,S23,Reading,American,American,P23,M,High,IL,900.159,999.793,2.824,-0.412,3.701,5.207,3.848,-0.024,6.753,4.841,-1.024,-0.388,-3.053,0.366,3.925,4.353,4.186,3.265,10.807,9.788,6.526,16.113,7.361,10.492,5.826,5.790,6.764,5.283,6.020,9.101,21.683,17.164,23.384,24.547,194.747,189.113,199.376,195.824,0.767,0.764,0.758,0.779,169.856,159.742,179.300,170.524
French,S23,Reading,American,American,P25,M,Low,PLAT,1074.661,1243.089,7.426,7.614,7.776,6.900,3.283,1.165,4.505,4.219,4.144,6.449,3.271,2.682,9.441,0.379,11.206,16.815,19.680,16.393,20.654,22.032,26.567,24.128,27.059,28.539,28.316,24.031,29.936,31.035,23.334,19.954,25.199,24.862,179.722,185.152,180.603,173.417,0.746,0.746,0.731,0.760,149.066,165.462,145.273,136.684
French,S23,Reading,American,American,P26,M,High,IL,1028.693,1140.188,7.361,6.443,8.453,7.224,-2.372,-1.095,-2.422,-3.586,9.733,7.539,10.875,10.810,-0.865,0.877,-1.124,-2.371,14.136,16.476,13.259,12.620,18.353,16.234,18.096,20.627,17.859,17.165,17.020,19.423,21.061,19.757,23.059,20.441,192.233,196.696,196.171,183.938,0.778,0.818,0.782,0.734,161.256,177.565,157.692,148.608
French,S23,Reading,American,American,P27,C,Low,PLAT,953.808,1105.631,-2.340,-3.590,-0.799,-2.636,-0.330,-3.231,1.526,0.647,-2.010,-0.359,-2.325,-3.283,0.582,2.636,-2.238,1.168,15.427,17.721,15.114,13.438,14.546,16.622,14.737,12.252,15.713,16.544,14.579,15.965,20.522,17.912,23.289,20.400,71.883,91.541,59.600,64.413,0.847,0.812,0.868,0.857,119.133,135.026,113.971,109.778
French,S23,Reading,American,American,P6,M,Low,PÂTE,1319.103,1511.254,4.380,6.185,4.857,2.108,2.067,4.611,3.293,-1.673,2.313,1.574,1.563,3.781,8.687,9.016,10.647,6.490,21.883,23.467,24.267,17.939,30.326,32.043,33.478,25.502,23.894,23.651,25.240,22.842,20.102,21.908,21.374,17.042,157.197,165.536,156.194,149.894,0.786,0.783,0.787,0.789,90.338,102.072,89.023,79.919
French,S23,Reading,American,American,P9,M,High,IL,926.461,1094.890,3.040,2.815,4.012,2.313,-5.016,-2.332,-4.679,-8.058,8.056,5.147,8.691,10.371,1.836,3.281,2.908,-0.659,16.036,19.618,15.895,12.571,16.569,15.908,14.129,19.580,12.317,12.618,10.678,13.637,20.421,19.233,22.876,19.172,178.099,182.249,182.197,169.885,0.797,0.798,0.813,0.779,135.739,142.514,139.729,124.975
English,S24,Reading,American,American,P1,C,Low,TRAP,807.093,1024.256,-5.516,1.733,-6.697,-11.540,-11.902,-4.281,-10.913,-20.468,6.386,6.014,4.216,8.928,7.446,8.249,8.349,5.733,25.131,23.202,27.849,24.388,25.913,25.975,26.856,24.899,24.407,25.370,25.989,21.888,17.608,22.148,16.609,14.075,191.687,190.513,174.080,210.198,0.900,0.860,0.938,0.902,37.451,42.525,32.954,33.400
English,S24,Reading,American,American,P11,C,High,KIT,804.516,961.475,-2.691,0.201,-1.785,-6.449,-12.353,-11.737,-11.495,-13.884,9.662,11.938,9.710,7.435,-1.695,-5.499,0.408,-0.012,14.839,14.540,17.587,12.506,8.474,7.306,13.031,5.246,13.160,10.538,15.583,13.462,18.566,22.954,17.130,15.590,195.706,192.106,196.711,198.710,0.848,0.850,0.830,0.909,35.744,40.160,32.809,30.450
English,S24,Reading,American,American,P13,C,High,FLEECE,1046.535,1218.546,-6.064,-4.788,-5.711,-7.578,-5.803,-7.665,-7.560,-2.266,-0.261,2.878,1.849,-5.312,4.027,3.719,3.185,5.197,9.151,14.827,9.304,3.494,5.236,8.852,3.332,3.670,8.919,7.735,8.834,10.303,17.914,17.609,17.800,18.369,147.402,198.994,146.532,97.337,0.729,0.572,0.787,0.843,36.705,42.985,33.429,33.797
English,S24,Reading,American,American,P14,C,High,KIT,991.875,1153.135,-4.243,-2.763,-0.817,-8.962,4.393,5.447,7.378,0.507,-8.637,-8.210,-8.195,-9.469,10.688,10.366,10.807,10.935,11.462,11.678,13.660,9.210,13.927,16.650,18.762,6.624,12.464,10.680,16.546,10.392,21.575,21.011,24.585,19.244,104.092,102.583,101.630,107.955,0.930,0.929,0.933,0,44.131,45.915,40.562,0
English,S24,Reading,American,American,P16,M,High,GOOSE,845.047,1131.014,-0.803,2.314,-0.803,-3.920,1.394,4.527,1.527,-1.871,-2.197,-2.213,-2.330,-2.050,1.218,2.120,-0.638,2.147,0.965,-0.044,-0.031,2.961,10.787,12.588,7.921,11.878,11.657,10.038,13.094,11.856,20.761,19.317,20.984,22.002,194.469,202.351,194.412,186.636,0.854,0.852,0.859,0.852,51.614,66.783,49.066,36.437
English,S24,Reading,American,American,P19,M,High,GOOSE,1222.777,1530.245,-0.417,1.634,-0.503,-2.381,3.089,4.689,3.255,1.328,-3.506,-3.055,-3.758,-3.709,3.538,0.756,4.385,5.481,0.099,-0.007,0.017,0.287,9.195,9.541,8.839,9.186,13.280,11.436,13.337,15.070,19.896,19.792,19.844,20.058,188.568,196.359,186.104,183.245,0.844,0.848,0.844,0.840,66.114,83.246,60.496,52.417
English,S24,Reading,American,American,P2,C,High,KIT,1223.499,1386.908,-7.282,-2.477,-5.191,-14.100,3.300,5.437,6.057,-1.465,-10.582,-7.914,-11.248,-12.635,11.342,10.492,13.009,10.658,9.252,11.088,9.814,6.844,9.607,15.572,9.207,3.980,10.411,13.403,10.778,7.062,18.905,19.645,21.102,16.037,102.401,102.089,102.097,102.996,0.969,0.969,0,0,46.300,46.300,0,0
English,S24,Reading,American,American,P21,C,High,FLEECE,946.206,1187.020,-4.983,-0.878,-5.223,-8.855,-2.811,-3.349,-1.571,-3.497,-2.172,2.471,-3.652,-5.358,2.321,3.374,4.899,-1.354,2.445,11.296,0.717,-4.754,6.813,7.685,4.611,8.038,8.702,10.028,9.113,6.912,19.207,20.413,20.009,17.219,167.879,209.113,176.563,117.354,0.806,0.827,0.803,0.785,37.822,52.665,29.248,30.193
English,S24,Reading,American,American,P22,C,High,FLEECE,1193.085,1408.098,-8.406,-8.923,-6.455,-9.776,-1.762,0.411,-1.122,-4.548,-6.644,-9.335,-5.333,-5.228,-2.021,-2.128,-3.924,-0.077,-2.836,0.529,-4.310,-4.807,1.808,-0.660,2.044,4.052,0.550,0.028,-0.531,2.134,22.425,22.651,27.142,17.575,123.611,112.113,107.479,150.611,0.857,0.885,0.867,0.807,38.812,50.561,31.450,33.865
English,S24,Reading,American,American,P23,C,High,GOOSE,777.736,973.398,-6.611,-3.593,-4.114,-12.083,-4.951,-11.406,1.122,-4.367,-1.660,7.814,-5.236,-7.716,5.506,-1.633,11.361,6.959,8.629,11.975,10.840,3.019,11.280,12.896,12.266,8.618,16.635,16.976,19.115,13.820,20.223,18.954,23.914,17.886,113.560,157.442,92.925,89.682,0.810,0.735,0.886,0.805,39.730,44.855,36.553,35.348
English,S24,Reading,American,American,P24,M,High,GOOSE,1528.688,1808.204,-0.672,1.789,-0.189,-3.595,-9.530,-8.465,-9.649,-10.473,8.858,10.254,9.460,6.878,3.946,1.550,4.354,5.937,15.184,14.361,14.886,16.305,22.824,20.472,24.951,23.081,19.722,18.202,20.792,20.164,21.653,25.071,22.501,17.411,189.701,199.283,185.645,184.126,0.715,0.845,0.691,0.614,34.720,51.432,28.078,25.400
English,S24,Reading,American,American,P25,C,High,FLEECE,1281.956,1512.020,-11.637,-11.013,-11.354,-12.505,-10.043,-9.061,-10.683,-10.356,-1.594,-1.952,-0.671,-2.149,-2.124,-0.230,-3.917,-2.251,-4.192,0.495,-4.725,-8.349,5.942,4.425,6.677,6.745,1.635,1.665,-1.136,4.321,18.195,18.215,17.892,18.498,72.301,76.449,69.077,71.254,0.670,0.630,0,0.834,34.251,34.626,0,32.700
English,S24,Reading,American,American,P26,C,High,FLEECE,1593.674,1849.539,-5.313,-2.714,-5.670,-7.537,-2.533,-0.868,-0.557,-6.117,-2.780,-1.846,-5.113,-1.420,1.050,4.865,-2.654,0.870,1.262,7.870,-3.872,-0.270,4.639,4.147,2.396,7.310,9.078,10.327,6.158,10.709,18.074,18.020,21.852,14.439,164.917,178.286,105.420,210.072,0.760,0.765,0.754,0.796,49.595,41.493,57.253,55.100
English,S24,Reading,American,American,P27,M,Low,LOT,1357.571,1645.688,-1.340,-3.099,0.236,-1.134,-2.917,-0.040,-0.545,-8.155,1.576,-3.058,0.781,7.021,4.229,1.409,5.823,5.478,13.976,11.866,11.703,18.336,17.691,13.078,18.964,21.043,14.504,6.943,16.786,19.842,20.124,19.934,19.843,20.615,201.350,217.099,199.035,187.889,0.764,0.751,0.785,0,67.581,67.695,67.409,0
English,S24,Reading,American,American,P5,C,High,KIT,1319.758,1515.420,0.754,1.785,2.291,-1.772,-12.379,-11.597,-12.864,-12.672,13.134,13.382,15.155,10.900,-4.070,-6.675,-5.753,0.166,16.328,15.877,16.941,16.190,10.727,11.712,10.275,10.165,15.693,12.905,14.486,19.596,20.373,23.208,21.499,16.430,202.726,207.030,200.528,200.750,0.863,0.831,0.858,0.906,45.763,58.560,42.012,35.870
English,S24,Reading,American,American,P6,C,Low,TRAP,1171.522,1360.733,-5.363,0.769,-4.906,-11.959,-0.068,-5.382,3.471,1.710,-5.295,6.151,-8.378,-13.670,10.091,10.458,8.814,10.953,26.411,28.194,27.229,23.813,28.406,31.193,30.159,23.899,23.860,26.496,25.599,19.537,17.917,17.880,18.771,17.082,124.959,179.160,96.806,98.039,0.787,0.811,0.887,0.426,30.868,35.959,28.076,24.282
English,S24,Reading,American,American,P7,C,High,FLEECE,1540.005,1759.318,-10.631,-6.403,-12.265,-13.232,-4.055,-0.970,-5.263,-5.975,-6.576,-5.433,-7.002,-7.257,0.894,-1.443,1.237,2.883,-2.271,3.657,-5.024,-5.477,1.721,2.001,1.221,1.917,7.008,6.301,6.469,8.330,16.870,18.314,16.631,15.667,102.025,102.756,102.435,100.904,0.682,0.786,0.477,0,31.375,33.396,27.386,0
French,S24,Reading,American,American,P1,M,Low,PLAT,839.930,1009.790,3.260,4.112,3.894,1.804,-4.583,-4.029,-2.925,-6.709,7.843,8.141,6.820,8.513,10.394,12.140,8.394,10.569,28.439,29.887,27.622,27.718,30.577,30.993,27.609,33.000,28.857,29.635,28.513,28.403,24.177,20.784,27.802,24.074,193.395,198.920,192.658,188.563,0.847,0.838,0.845,0.862,53.321,58.562,54.618,45.507
French,S24,Reading,American,American,P10,M,High,RUE,916.535,1067.044,0.128,1.142,0.225,-0.979,4.329,5.286,5.088,2.637,-4.200,-4.144,-4.863,-3.616,6.337,6.348,6.168,6.500,0.530,0.484,0.284,0.816,11.561,13.659,8.602,12.312,13.341,18.359,13.969,7.704,21.609,21.718,20.687,22.455,182.757,185.710,182.985,179.605,0.862,0.865,0.857,0.864,63.867,70.954,66.630,54.210
French,S24,Reading,American,American,P11,M,High,ROUE,715.338,913.149,3.353,2.027,4.007,4.032,-3.562,-1.873,-3.589,-5.188,6.915,3.900,7.597,9.219,6.269,7.568,6.265,5.002,16.902,19.232,16.178,15.325,22.983,18.726,23.885,26.313,14.830,13.083,15.266,16.132,21.104,21.495,21.425,20.424,191.325,189.859,192.849,191.298,0.765,0.751,0.767,0.779,80.618,71.670,82.539,87.644
French,S24,Reading,American,American,P13,M,High,RUE,843.093,1068.856,1.322,0.743,2.784,0.447,-5.585,-3.876,-6.618,-6.291,6.907,4.618,9.402,6.738,4.322,4.209,3.848,4.897,17.261,16.577,15.528,19.661,15.525,10.647,17.195,18.783,19.100,16.041,22.813,18.512,17.622,16.854,18.549,17.480,186.507,186.897,187.423,185.223,0.874,0.887,0.875,0.860,56.613,57.877,58.504,53.457
French,S24,Reading,American,American,P14,M,High,IL,949.322,1080.480,-4.170,-8.624,-0.571,-3.149,-6.353,-8.685,-5.119,-5.184,2.184,0.061,4.549,2.035,6.057,4.694,7.546,5.958,16.702,11.370,23.032,15.946,14.121,11.856,18.015,12.596,5.229,-1.604,8.758,8.792,17.178,16.512,17.655,17.448,191.854,192.008,191.738,191.752,0.771,0.726,0.879,0.702,33.521,30.453,37.433,32.209
French,S24,Reading,American,American,P15,M,High,ROUE,828.264,925.020,-0.168,-5.669,2.123,3.343,-4.509,-4.783,-4.266,-4.420,4.341,-0.886,6.389,7.763,5.312,5.532,6.040,4.382,15.932,9.658,20.292,18.280,22.542,17.996,24.945,24.971,10.235,-0.951,14.277,17.869,20.610,15.814,22.078,24.141,197.527,200.516,196.577,195.373,0.841,0.841,0.837,0.844,83.305,76.173,83.553,87.818
French,S24,Reading,American,American,P16,M,Low,PLAT,710.806,925.819,4.893,5.861,5.803,3.052,-2.111,-0.568,-0.397,-5.302,7.005,6.429,6.200,8.355,8.787,7.216,13.270,5.944,23.472,20.549,26.859,23.023,29.696,28.278,29.775,30.997,26.760,25.226,30.231,24.901,23.294,23.442,23.558,22.901,193.049,195.201,192.841,191.133,0.869,0.876,0.867,0.864,64.489,68.393,63.685,60.433
French,S24,Reading,American,American,P17,M,Low,PÂTE,828.380,1017.591,2.986,4.008,4.113,0.850,-3.581,-2.883,-1.345,-6.488,6.567,6.892,5.458,7.338,14.151,13.079,19.815,9.694,25.742,25.410,27.463,24.414,31.636,34.084,33.917,26.919,19.535,20.142,24.125,14.358,23.724,22.560,24.042,24.583,182.604,187.715,182.088,178.027,0.850,0.860,0.849,0.839,47.862,52.429,47.702,42.079
French,S24,Reading,American,American,P18,M,Low,PLAT,874.332,1033.441,3.805,4.126,4.680,2.643,-2.910,-3.287,-1.441,-3.956,6.715,7.414,6.121,6.598,13.024,10.842,19.152,9.221,25.880,27.955,26.429,23.303,30.968,31.968,35.188,25.765,19.833,19.944,20.962,18.653,23.076,20.344,23.752,25.184,193.554,202.611,191.196,186.772,0.856,0.850,0.846,0.873,52.710,62.345,51.640,44.056
French,S24,Reading,American,American,P19,M,Low,PLAT,858.366,1045.427,6.949,8.118,6.959,5.756,-6.581,-5.150,-5.839,-8.755,13.530,13.268,12.798,14.510,14.237,16.914,14.488,11.304,37.137,42.104,38.068,31.208,40.110,41.809,39.806,38.713,30.989,31.082,32.737,29.192,21.018,20.460,22.252,20.374,190.860,192.309,190.243,190.005,0.868,0.871,0.863,0.869,71.826,75.845,72.567,67.055
French,S24,Reading,American,American,P22,M,Low,PLAT,847.615,976.623,2.156,0.863,2.707,2.948,-4.819,-7.702,-3.259,-3.417,6.975,8.565,5.967,6.365,11.051,3.888,17.112,12.314,24.264,23.051,24.742,25.031,26.717,27.042,26.475,26.620,19.401,17.803,19.810,20.643,25.147,22.142,26.680,26.635,190.903,200.331,187.992,184.253,0.827,0.846,0.815,0.821,44.144,55.032,39.607,39.312
French,S24,Reading,American,American,P23,M,High,IL,738.874,857.131,-1.695,-6.340,0.374,0.914,-3.804,-6.962,-2.954,-1.482,2.109,0.622,3.327,2.397,5.148,3.401,6.196,5.871,17.479,10.363,21.245,20.914,12.408,12.279,10.862,14.114,-0.019,-4.579,3.293,1.260,21.486,16.716,22.677,25.038,185.239,180.788,188.182,186.799,0.816,0.674,0.888,0.889,55.003,38.652,61.513,65.008
French,S24,Reading,American,American,P25,M,Low,PLAT,788.211,1005.374,5.538,6.515,5.776,4.316,-1.944,-0.711,-0.871,-4.250,7.482,7.225,6.648,8.566,6.364,5.986,6.314,6.739,21.569,20.393,22.543,21.752,30.139,29.468,30.537,30.407,25.128,26.779,25.860,22.720,23.432,23.052,24.071,23.211,194.554,200.616,192.772,190.169,0.878,0.876,0.882,0.875,73.249,83.283,72.964,63.362
French,S24,Reading,American,American,P26,M,High,IL,998.471,1224.234,0.991,-0.613,1.182,2.439,-5.833,-3.164,-6.666,-7.720,6.823,2.551,7.848,10.159,4.920,6.670,4.896,3.164,15.575,15.804,16.108,14.822,19.360,16.465,21.225,20.463,11.534,5.503,12.711,16.531,17.048,16.472,16.672,18.037,182.438,183.882,180.592,182.807,0.864,0.870,0.854,0.868,47.498,53.916,42.767,45.834
French,S24,Reading,American,American,P27,M,Low,PLAT,817.292,1004.353,4.045,3.856,4.381,3.923,-2.247,-3.937,-0.749,-1.986,6.293,7.793,5.129,5.910,16.011,17.914,18.381,11.810,29.053,35.237,27.031,24.756,34.249,35.647,35.266,31.754,23.855,24.294,24.540,22.744,21.900,18.694,23.447,23.664,191.627,206.380,185.585,182.537,0.837,0.838,0.855,0.818,56.238,67.095,48.805,53.903
French,S24,Reading,American,American,P6,M,Low,PÂTE,834.945,1024.156,5.381,5.215,5.867,5.074,-2.622,-2.269,-1.689,-3.884,8.002,7.485,7.556,8.958,9.037,7.140,10.265,9.718,24.760,22.249,28.590,23.502,28.663,27.971,27.255,30.733,22.950,23.350,25.902,19.575,21.808,21.494,22.725,21.232,190.773,194.571,189.512,188.213,0.869,0.870,0.872,0.863,62.486,67.578,59.660,60.219
French,S24,Reading,American,American,P9,M,High,IL,911.897,1096.808,0.238,-0.404,0.895,0.253,-7.775,-5.846,-8.245,-9.256,8.013,5.442,9.140,9.509,3.874,5.036,3.114,3.448,16.600,18.170,15.655,15.935,16.977,13.470,18.471,19.039,10.474,5.032,10.282,16.192,19.857,20.788,21.148,17.675,187.418,188.301,187.858,186.121,0.841,0.864,0.865,0.792,41.543,43.505,42.876,38.195
English,S27,Reading,American,British,P1,C,Low,TRAP,854.939,1068.996,2.180,5.389,3.908,-2.760,-1.930,0.793,0.162,-6.733,4.110,4.595,3.746,3.973,8.469,9.385,7.766,8.237,25.192,25.270,26.788,23.506,31.478,31.327,30.480,32.598,27.043,27.141,29.533,24.488,19.592,19.217,20.847,18.733,133.251,147.545,132.212,119.950,0.691,0.636,0.682,0.855,160.631,190.230,149.715,112.596
English,S27,Reading,American,British,P11,C,High,KIT,597.560,732.619,-1.260,0.959,-0.056,-4.636,-5.031,-3.234,-3.375,-8.429,3.771,4.193,3.319,3.793,5.397,7.750,5.096,3.428,14.136,18.372,12.338,11.694,14.124,15.599,15.960,10.893,13.833,13.716,16.839,11.071,21.964,23.392,20.870,21.515,142.959,153.473,144.925,130.510,0.770,0.797,0.722,0.797,137.860,154.184,132.196,126.685
English,S27,Reading,American,British,P13,C,High,FLEECE,990.398,1145.845,-2.356,-3.481,-0.148,-3.364,-11.880,-12.887,-9.418,-13.240,9.525,9.406,9.269,9.876,-0.180,-0.173,-1.266,0.920,12.351,12.826,11.068,13.135,16.679,14.256,18.117,17.712,15.184,13.259,14.744,17.628,19.136,19.167,20.553,17.641,146.114,151.174,143.288,143.734,0.725,0.693,0.642,0.835,152.401,171.350,154.244,134.918
English,S27,Reading,American,British,P14,C,High,KIT,929.238,1079.588,-2.818,2.265,-1.569,-9.014,-5.880,-3.213,-5.600,-8.747,3.061,5.477,4.031,-0.267,4.613,6.709,3.520,3.607,15.051,17.878,15.938,11.355,20.688,24.558,23.379,14.250,16.965,20.039,19.801,11.149,19.012,18.781,17.588,20.604,125.451,138.102,125.633,112.877,0.722,0.592,0.788,0.932,124.192,148.970,104.904,110.700
English,S27,Reading,American,British,P16,M,High,GOOSE,771.380,975.244,3.066,4.152,3.272,1.774,-5.645,-1.716,-5.537,-9.659,8.711,5.868,8.809,11.433,1.800,2.754,1.008,1.638,11.459,9.942,10.266,14.143,19.193,22.925,19.628,14.999,20.517,17.563,23.237,20.782,21.665,20.618,22.488,21.912,164.912,171.011,162.390,161.308,0.834,0.852,0.852,0.788,226.626,266.931,226.150,177.384
English,S27,Reading,American,British,P19,M,High,GOOSE,552.491,738.517,4.423,5.823,4.692,2.760,-1.177,-0.411,0.134,-3.231,5.601,6.235,4.558,5.991,10.456,12.173,12.384,6.856,23.426,22.079,26.007,22.219,28.815,30.770,27.814,27.855,29.196,28.262,31.673,27.730,20.844,21.408,20.476,20.658,151.942,155.132,150.040,150.648,0.834,0.870,0.856,0.775,139.079,130.145,121.247,165.845
English,S27,Reading,American,British,P2,M,High,KIT,1012.447,1183.396,1.858,3.007,4.404,-1.751,-8.779,-7.577,-6.767,-11.922,10.637,10.584,11.171,10.171,-0.376,0.185,1.221,-2.486,11.478,11.804,11.700,10.939,17.166,20.580,21.348,9.696,15.280,14.557,16.282,14.992,20.531,20.406,19.898,21.293,162.314,177.696,162.399,146.854,0.817,0.827,0.815,0.806,245.785,280.721,245.982,183.690
